title,url,created,state,whensent,category,lastupdate,latitude,longitude,ward,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
Fence panel removed from fence by communal green space,https://www.fixmystreet.com/report/44081,2009-02-12 18:04:37 UTC,fixed,2009-02-12 18:20:05 UTC,Parks/landscapes,2009-04-23 12:52:42 UTC,51.37196158,-2.399416183,Southdown,"(51.37196158, -2.399416183)",27,437,15,1,86
Growing Pothole,https://www.fixmystreet.com/report/159752,2011-01-27 22:54:09 UTC,fixed,2011-01-27 23:00:02 UTC,Potholes,2011-02-23 09:33:44 UTC,51.39964977,-2.390854748,Weston,"(51.39964977, -2.390854748)",20,541,5,1,106
Undergrowth obstructing path,https://www.fixmystreet.com/report/382111,2013-08-25 14:46:39 UTC,fixed - user,2013-08-25 14:50:09 UTC,Pavements/footpaths,2013-10-07 07:43:38 UTC,51.29145302,-2.462065677,Radstock,"(51.29145302, -2.462065677)",12,421,24,1,76
Abandoned Car,https://www.fixmystreet.com/report/330954,2013-03-07 09:29:38 UTC,unconfirmed,,Abandoned vehicles,2013-03-07 09:29:38 UTC,51.37946988,-2.370512233,Widcombe,"(51.37946988, -2.370512233)",33,561,12,1,109
Broken Stile,https://www.fixmystreet.com/report/290197,2012-11-12 21:33:44 UTC,confirmed,2012-11-12 21:40:08 UTC,Pavements/footpaths,2012-11-12 21:40:08 UTC,51.412814,-2.372155,Charlcombe,"(51.412814, -2.372155)",1,47,10,1,25
Road repair needed urgently,https://www.fixmystreet.com/report/449013,2014-03-03 21:31:13 UTC,unconfirmed,,Roads/highways,2014-03-03 21:31:13 UTC,51.353984,-2.611599,Chew Magna,"(51.353984, -2.611599)",6,79,21,1,31
New LED Street Light Not Working,https://www.fixmystreet.com/report/474308,2014-05-13 09:46:05 UTC,confirmed,2014-05-13 09:50:11 UTC,Street lighting,2014-05-13 09:50:11 UTC,51.291422,-2.477794,Midsomer Norton,"(51.291422, -2.477794)",11,277,25,1,8
Deep potholes and uneven road surface,https://www.fixmystreet.com/report/248449,2012-05-01 09:39:11 UTC,confirmed,2012-05-01 09:40:07 UTC,Potholes,2012-09-19 21:17:44 UTC,51.412464,-2.488275,Keynsham,"(51.412464, -2.488275)",16,157,3,1,45
Hedges overgrowing onto pathways,https://www.fixmystreet.com/report/266801,2012-07-20 15:43:53 UTC,confirmed,2012-07-21 09:15:14 UTC,Pavements/footpaths,2012-09-15 14:57:32 UTC,51.37397,-2.399532,Southdown,"(51.37397, -2.399532)",27,451,15,1,86
Series of deep potholes developed over 4in deep,https://www.fixmystreet.com/report/636263,2015-05-19 09:00:07 UTC,confirmed,2015-05-19 09:05:40 UTC,Potholes,2015-06-17 06:39:03 UTC,51.397203,-2.51573,Compton Dando,"(51.397203, -2.51573)",8,122,16,1,41
Pot hole by pedestrian crossing,https://www.fixmystreet.com/report/587092,2015-02-13 21:03:17 UTC,fixed - user,2015-02-13 21:05:12 UTC,Potholes,2015-08-01 01:32:45 UTC,51.293039,-2.479814,Midsomer Norton,"(51.293039, -2.479814)",11,277,25,1,8
Pothole,https://www.fixmystreet.com/report/430479,2014-01-29 22:52:07 UTC,fixed - user,2014-01-29 22:55:09 UTC,Potholes,2015-10-15 07:36:23 UTC,51.41469768,-2.392881097,Charlcombe,"(51.41469768, -2.392881097)",1,47,10,1,25
Standing Puddle on Publow Lane summit,https://www.fixmystreet.com/report/390419,2013-09-26 20:40:17 UTC,confirmed,2013-09-26 20:45:31 UTC,Roads/highways,2013-10-24 22:32:25 UTC,51.37685248,-2.5392297,Publow,"(51.37685248, -2.5392297)",7,398,20,1,74
Blown green bulb at traffic light,https://www.fixmystreet.com/report/312176,2013-01-24 07:26:18 UTC,fixed - user,2013-01-24 07:30:09 UTC,Traffic lights,2013-02-21 08:00:25 UTC,51.38144768,-2.377114743,Westmoreland,"(51.38144768, -2.377114743)",32,538,13,1,103
Very loose large manhole cover with surrounding pothol,https://www.fixmystreet.com/report/409498,2013-12-06 13:48:49 UTC,fixed - user,2013-12-06 13:50:09 UTC,Roads/highways,2014-01-12 12:15:41 UTC,51.37797454,-2.359689217,Abbey,"(51.37797454, -2.359689217)",35,13,7,1,21
Mini roundabout,https://www.fixmystreet.com/report/246765,2012-04-24 10:18:33 UTC,confirmed,2012-04-24 10:20:07 UTC,Roads/highways,2012-07-18 10:07:46 UTC,51.408941,-2.547654,Whitchurch,"(51.408941, -2.547654)",7,403,20,1,75
Pothole,https://www.fixmystreet.com/report/455556,2014-03-18 12:42:19 UTC,confirmed,2014-03-18 12:45:45 UTC,Potholes,2014-03-18 12:45:45 UTC,51.34588188,-2.485726388,Farmborough,"(51.34588188, -2.485726388)",8,129,16,1,40
Deep pothole,https://www.fixmystreet.com/report/154668,2011-01-14 22:12:58 UTC,fixed,2011-01-14 22:45:03 UTC,Potholes,2011-02-12 09:13:23 UTC,51.43116996,-2.402804096,Charlcombe,"(51.43116996, -2.402804096)",1,47,10,1,25
Street light not working,https://www.fixmystreet.com/report/543498,2014-11-11 08:38:28 UTC,confirmed,2014-11-11 08:40:16 UTC,Street lighting,2014-11-11 08:40:16 UTC,51.28315674,-2.491897416,Midsomer Norton,"(51.28315674, -2.491897416)",25,307,27,1,13
Ice on pavement,https://www.fixmystreet.com/report/572888,2015-01-20 09:07:11 UTC,confirmed,2015-01-20 09:10:39 UTC,Pavements/footpaths,2015-02-25 08:47:57 UTC,51.303291,-2.455254,Radstock,"(51.303291, -2.455254)",12,405,24,1,76
Exposed Electical Equipment,https://www.fixmystreet.com/report/126658,2010-07-28 09:47:06 UTC,unconfirmed,,Bus stops,2010-07-28 09:47:06 UTC,51.38720135,-2.399275167,Newbridge,"(51.38720135, -2.399275167)",29,317,8,1,17
FlyTipping,https://www.fixmystreet.com/report/104434,2010-03-20 17:30:28 UTC,fixed,2010-03-20 17:35:03 UTC,Flytipping,2010-04-17 21:19:32 UTC,51.34894424,-2.499421396,Farmborough,"(51.34894424, -2.499421396)",8,130,16,1,40
"Branch Road, Hinton Charterhouse",https://www.fixmystreet.com/report/654279,2015-06-28 21:31:33 UTC,fixed - user,2015-06-28 21:36:19 UTC,Potholes,2015-10-20 19:25:53 UTC,51.330149,-2.317842,Hinton Charterhouse,"(51.330149, -2.317842)",10,54,10,1,113
Abandoned Car,https://www.fixmystreet.com/report/288905,2012-11-07 10:46:49 UTC,fixed - user,2012-11-07 10:50:09 UTC,Abandoned vehicles,2013-05-14 10:44:19 UTC,51.37719686,-2.37575798,Oldfield,"(51.37719686, -2.37575798)",31,347,14,1,63
Deep Pothole,https://www.fixmystreet.com/report/423281,2014-01-16 07:51:37 UTC,fixed - user,2014-01-16 07:55:09 UTC,Potholes,2014-02-28 21:59:39 UTC,51.40115124,-2.307637696,Bathford,"(51.40115124, -2.307637696)",1,41,10,1,26
Potholes,https://www.fixmystreet.com/report/327154,2013-02-25 10:09:01 UTC,fixed - user,2013-02-25 10:10:31 UTC,Potholes,2013-03-26 13:25:15 UTC,51.35922434,-2.316983716,Monkton Combe,"(51.35922434, -2.316983716)",10,56,10,1,113
Dangerous hole in road,https://www.fixmystreet.com/report/396093,2013-10-21 12:39:24 UTC,fixed - user,2013-10-21 12:45:09 UTC,Roads/highways,2013-11-18 18:33:28 UTC,51.39772651,-2.394727415,Weston,"(51.39772651, -2.394727415)",20,543,5,1,108
Overgrown hedge encroaches on footpath,https://www.fixmystreet.com/report/639809,2015-05-27 14:44:22 UTC,fixed - user,2015-05-27 14:45:17 UTC,Pavements/footpaths,2015-06-11 13:38:58 UTC,51.38686,-2.402186,Newbridge,"(51.38686, -2.402186)",29,321,8,1,17
Extremely poor road surface,https://www.fixmystreet.com/report/468209,2014-04-24 08:34:55 UTC,confirmed,2014-04-24 08:35:21 UTC,Potholes,2014-05-23 07:44:52 UTC,51.40348258,-2.466002323,Saltford,"(51.40348258, -2.466002323)",17,432,16,1,82
A need for a footpath,https://www.fixmystreet.com/report/146560,2010-12-06 14:05:46 UTC,confirmed,2010-12-06 14:10:02 UTC,Pavements/footpaths,2011-01-31 20:32:00 UTC,51.41827974,-2.495617825,Keynsham,"(51.41827974, -2.495617825)",24,161,1,1,48
Noise from motorbikes,https://www.fixmystreet.com/report/369038,2013-06-30 14:19:52 UTC,confirmed,2013-06-30 14:25:10 UTC,Other,2013-06-30 14:25:10 UTC,51.4316109,-2.523427188,Keynsham,"(51.4316109, -2.523427188)",24,161,1,1,48
Warning sign illegible,https://www.fixmystreet.com/report/521721,2014-09-11 19:28:40 UTC,fixed - user,2014-09-11 19:30:26 UTC,Road traffic signs,2014-10-24 01:12:24 UTC,51.324544,-2.330245,Hinton Charterhouse,"(51.324544, -2.330245)",10,54,10,1,113
Missing lifesaving equipment,https://www.fixmystreet.com/report/575867,2015-01-25 17:03:18 UTC,confirmed,2015-01-25 17:05:19 UTC,Roads/highways,2015-01-25 17:05:19 UTC,51.38304703,-2.372435074,Widcombe,"(51.38304703, -2.372435074)",33,559,12,1,112
Scruffy doorsteps/rubbish/torn bags,https://www.fixmystreet.com/report/71168,2009-08-27 20:07:58 UTC,unconfirmed,,Rubbish (refuse and recycling),2009-08-27 20:07:58 UTC,51.39430471,-2.345242059,Walcot,"(51.39430471, -2.345242059)",36,490,6,1,95
Various road defects,https://www.fixmystreet.com/report/354339,2013-05-02 22:29:02 UTC,confirmed,2013-05-02 22:30:10 UTC,Roads/highways,2013-11-16 12:10:50 UTC,51.40070448,-2.393860753,Weston,"(51.40070448, -2.393860753)",20,541,5,1,106
Dumped vechicle,https://www.fixmystreet.com/report/663100,2015-07-17 09:00:53 UTC,confirmed,2015-07-17 09:05:24 UTC,Abandoned vehicles,2015-08-14 19:19:28 UTC,51.360513,-2.342097,Combe Down,"(51.360513, -2.342097)",19,114,18,1,37
Dangerous subsidence in Road Surface,https://www.fixmystreet.com/report/614568,2015-04-01 09:08:19 UTC,fixed - user,2015-04-01 09:11:03 UTC,Potholes,2015-05-05 09:53:34 UTC,51.391907,-2.352507,Walcot,"(51.391907, -2.352507)",36,494,6,1,93
Path becoming impassable.,https://www.fixmystreet.com/report/658851,2015-07-08 09:42:03 UTC,confirmed,2015-07-08 09:45:17 UTC,Pavements/footpaths,2015-07-08 09:45:17 UTC,51.387633,-2.347758,Bathwick,"(51.387633, -2.347758)",22,74,12,1,30
Blocked street drains,https://www.fixmystreet.com/report/413182,2013-12-21 11:04:22 UTC,confirmed,2013-12-21 11:10:09 UTC,Roads/highways,2013-12-21 11:10:09 UTC,51.39901527,-2.395572034,Weston,"(51.39901527, -2.395572034)",20,541,5,1,106
Car parking on pavement,https://www.fixmystreet.com/report/548789,2014-11-23 11:18:36 UTC,confirmed,2014-11-23 11:20:18 UTC,Car parking,2014-11-23 11:20:18 UTC,51.402095,-2.429575,Kelston,"(51.402095, -2.429575)",1,50,10,1,25
Pothole,https://www.fixmystreet.com/report/202082,2011-09-09 11:36:49 UTC,fixed - user,2011-09-09 11:50:06 UTC,Potholes,2011-10-07 16:13:35 UTC,51.380921,-2.354411,Abbey,"(51.380921, -2.354411)",35,3,7,1,21
Graffiti on Bus Shelter in Palph Allen Drive,https://www.fixmystreet.com/report/234,2007-02-22 10:10:13 UTC,confirmed,2007-02-22 15:30:19 UTC,Other,2007-02-22 15:30:19 UTC,51.36493146,-2.346051663,Combe Down,"(51.36493146, -2.346051663)",19,109,18,1,37
Overgrown Hedges,https://www.fixmystreet.com/report/642673,2015-06-02 21:16:09 UTC,confirmed,2015-06-02 21:20:28 UTC,Trees,2015-06-02 21:20:28 UTC,51.39573,-2.391236,Weston,"(51.39573, -2.391236)",20,549,5,1,108
Street is not cleaned,https://www.fixmystreet.com/report/94240,2010-02-07 15:21:57 UTC,fixed,2010-02-07 15:25:01 UTC,Street cleaning,2010-03-07 15:55:31 UTC,51.37479549,-2.358241412,Widcombe,"(51.37479549, -2.358241412)",33,572,12,1,111
Pavement is destroyed and needs repair for wheelchairs and buggies,https://www.fixmystreet.com/report/568967,2015-01-13 12:09:09 UTC,confirmed,2015-01-13 12:10:37 UTC,Pavements/footpaths,2015-01-13 12:10:37 UTC,51.32886688,-2.479307981,Timsbury,"(51.32886688, -2.479307981)",14,460,16,1,87
Street Lights not working,https://www.fixmystreet.com/report/191929,2011-06-30 22:06:48 UTC,fixed,2011-06-30 22:10:06 UTC,Street lighting,2011-07-01 21:51:44 UTC,51.284858,-2.472155,Norton-Radstock,"(51.284858, -2.472155)",26,516,26,1,98
Streets not being cleaned ,https://www.fixmystreet.com/report/10635,2007-11-12 12:28:09 UTC,confirmed,2007-11-12 12:40:03 UTC,Street cleaning,2008-05-26 08:15:19 UTC,51.38342343,-2.397786265,Newbridge,"(51.38342343, -2.397786265)",29,323,8,1,17
Damage to grass areas and pavements,https://www.fixmystreet.com/report/175992,2011-03-27 14:43:09 UTC,confirmed,2011-03-27 14:45:01 UTC,Parks/landscapes,2011-03-27 14:45:01 UTC,51.400351,-2.390789,Weston,"(51.400351, -2.390789)",20,557,5,1,106
Potholes in Park Road,https://www.fixmystreet.com/report/339502,2013-03-23 22:17:03 UTC,fixed - user,2013-03-23 22:20:12 UTC,Potholes,2013-04-21 14:06:52 UTC,51.40669019,-2.500712233,Keynsham,"(51.40669019, -2.500712233)",37,186,2,1,53
Man hole cover,https://www.fixmystreet.com/report/62725,2009-06-24 09:02:48 UTC,unconfirmed,,Other,2009-06-24 09:02:48 UTC,51.39842827,-2.395803464,Weston,"(51.39842827, -2.395803464)",20,539,5,1,105
Dangerous parking,https://www.fixmystreet.com/report/467511,2014-04-22 09:55:53 UTC,confirmed,2014-04-22 10:00:19 UTC,Car parking,2014-05-20 10:55:32 UTC,51.39828107,-2.577869811,Whitchurch,"(51.39828107, -2.577869811)",7,404,20,1,75
Tyres dumped on Braysdown Lane verge,https://www.fixmystreet.com/report/351167,2013-04-23 13:06:13 UTC,fixed - user,2013-04-23 13:10:20 UTC,Flytipping,2013-05-21 13:33:54 UTC,51.30840061,-2.423806393,Peasedown St John,"(51.30840061, -2.423806393)",15,377,22,1,72
Potholes,https://www.fixmystreet.com/report/438737,2014-02-12 14:17:15 UTC,fixed - user,2014-02-12 14:20:17 UTC,Potholes,2014-03-12 14:38:31 UTC,51.3825154,-2.395207546,Newbridge,"(51.3825154, -2.395207546)",29,323,8,1,17
Illegal advertising site vehicles.,https://www.fixmystreet.com/report/215675,2011-11-29 12:42:02 UTC,confirmed,2011-11-29 12:45:07 UTC,Flyposting,2011-11-29 12:45:07 UTC,51.39028159,-2.407158486,Newbridge,"(51.39028159, -2.407158486)",29,313,8,1,18
Footpath overgrown,https://www.fixmystreet.com/report/661052,2015-07-13 13:04:11 UTC,confirmed,2015-07-13 14:20:12 UTC,Pavements/footpaths,2015-07-13 14:20:12 UTC,51.379621,-2.366911,Kingsmead,"(51.379621, -2.366911)",34,195,9,1,55
Hedge overhanging pavement,https://www.fixmystreet.com/report/275676,2012-09-02 22:42:56 UTC,confirmed,2012-09-02 22:45:16 UTC,Pavements/footpaths,2012-09-02 22:45:16 UTC,51.38339,-2.397671,Newbridge,"(51.38339, -2.397671)",29,323,8,1,17
Graffiti on bus stop,https://www.fixmystreet.com/report/552704,2014-12-02 08:40:26 UTC,confirmed,2014-12-02 08:45:11 UTC,Graffiti,2014-12-02 08:45:11 UTC,51.39369823,-2.356114869,Walcot,"(51.39369823, -2.356114869)",36,491,6,1,94
Weeds need removing from pavement,https://www.fixmystreet.com/report/462421,2014-04-04 23:35:21 UTC,fixed - user,2014-04-04 23:40:16 UTC,Pavements/footpaths,2014-07-01 10:21:10 UTC,51.389575,-2.366201,Lansdown,"(51.389575, -2.366201)",21,246,7,1,2
Poor road surface High Littleton/Bridge,https://www.fixmystreet.com/report/50859,2009-03-27 13:23:34 UTC,confirmed,2009-03-27 13:35:13 UTC,Roads/highways,2009-05-22 16:19:22 UTC,51.31337638,-2.51944323,High Littleton,"(51.31337638, -2.51944323)",3,136,23,1,43
Street Light Not Working,https://www.fixmystreet.com/report/159745,2011-01-27 22:47:14 UTC,fixed - user,2011-01-27 22:50:02 UTC,Street lighting,2014-02-02 18:05:35 UTC,51.40029869,-2.39308839,Weston,"(51.40029869, -2.39308839)",20,541,5,1,106
Parking on double yellow lines,https://www.fixmystreet.com/report/252229,2012-05-19 10:20:56 UTC,confirmed,2012-05-19 10:25:06 UTC,Car parking,2012-05-19 10:25:06 UTC,51.39759476,-2.31862215,Bathampton,"(51.39759476, -2.31862215)",1,31,10,1,24
Drain blocked,https://www.fixmystreet.com/report/114879,2010-05-17 19:52:05 UTC,confirmed,2010-05-17 20:30:04 UTC,Other,2010-05-17 20:30:04 UTC,51.37677899,-2.363083176,Widcombe,"(51.37677899, -2.363083176)",33,571,12,1,109
Poor road surface - potholes etc.,https://www.fixmystreet.com/report/470611,2014-04-30 21:13:44 UTC,confirmed,2014-04-30 21:15:10 UTC,Potholes,2014-06-29 22:35:08 UTC,51.33024421,-2.542250994,Clutton,"(51.33024421, -2.542250994)",5,100,20,1,35
Pot hole in middle of lanes,https://www.fixmystreet.com/report/587094,2015-02-13 21:04:44 UTC,fixed - user,2015-02-13 21:05:18 UTC,Potholes,2015-02-25 20:07:03 UTC,51.377122,-2.361046,Widcombe,"(51.377122, -2.361046)",33,567,12,1,109
Large pothole at junction,https://www.fixmystreet.com/report/639259,2015-05-26 15:27:45 UTC,confirmed,2015-05-26 15:30:19 UTC,Potholes,2015-05-26 15:30:19 UTC,51.381527,-2.365657,Kingsmead,"(51.381527, -2.365657)",34,194,9,1,55
Unsafe exit from railway path,https://www.fixmystreet.com/report/261727,2012-06-30 19:41:46 UTC,confirmed,2012-06-30 19:45:07 UTC,Pavements/footpaths,2012-07-08 03:16:17 UTC,51.38915357,-2.411190649,Newton St Loe,"(51.38915357, -2.411190649)",9,68,22,1,28
Right hand side of road. Multiple deep potholes,https://www.fixmystreet.com/report/54776,2009-04-21 17:05:02 UTC,confirmed,2009-04-21 17:10:03 UTC,Potholes,2009-08-12 22:56:04 UTC,51.304781,-2.421996863,Peasedown,"(51.304781, -2.421996863)",15,377,22,1,72
40mph repeater signs,https://www.fixmystreet.com/report/104458,2010-03-20 20:50:30 UTC,confirmed,2010-03-20 20:55:02 UTC,Road traffic signs,2010-05-16 09:33:25 UTC,51.41022574,-2.475027051,Keynsham East,"(51.41022574, -2.475027051)",16,154,3,1,47
Pot hole at bottom of Star Hill,https://www.fixmystreet.com/report/167660,2011-02-22 20:23:11 UTC,fixed,2011-02-22 20:25:02 UTC,Potholes,2011-05-04 11:43:44 UTC,51.33489125,-2.667445508,Nempnett Thrubwell,"(51.33489125, -2.667445508)",4,88,21,1,32
Overgrown weeds,https://www.fixmystreet.com/report/509201,2014-08-05 14:49:33 UTC,unconfirmed,,Pavements/footpaths,2014-08-05 14:49:33 UTC,51.37714471,-2.389761097,Twerton,"(51.37714471, -2.389761097)",28,464,11,1,89
Graffiti on wall,https://www.fixmystreet.com/report/26180,2008-07-12 23:14:03 UTC,fixed,2008-07-12 23:20:02 UTC,Graffiti,2008-08-09 23:34:17 UTC,51.38218416,-2.365543956,Kingsmead,"(51.38218416, -2.365543956)",34,193,9,1,55
Students(?) rubbish - eyesore,https://www.fixmystreet.com/report/315130,2013-01-30 21:08:16 UTC,fixed - user,2013-01-30 21:10:41 UTC,Pavements/footpaths,2013-02-28 10:51:14 UTC,51.3736864,-2.367724716,Lyncombe,"(51.3736864, -2.367724716)",18,250,17,1,5
Unable to see traffic lights,https://www.fixmystreet.com/report/428093,2014-01-26 06:24:41 UTC,confirmed,2014-01-26 06:25:18 UTC,Road traffic signs,2014-01-26 06:25:18 UTC,51.38446234,-2.38671672,Kingsmead,"(51.38446234, -2.38671672)",34,208,9,1,54
Large Pothole,https://www.fixmystreet.com/report/95381,2010-02-12 10:44:58 UTC,fixed,2010-02-12 10:55:18 UTC,Potholes,2010-03-19 08:11:35 UTC,51.35139574,-2.400878529,Bathavon West,"(51.35139574, -2.400878529)",9,67,22,1,28
Missing direction sign,https://www.fixmystreet.com/report/300552,2012-12-23 18:58:38 UTC,confirmed,2012-12-23 19:00:20 UTC,Road traffic signs,2013-03-17 20:53:20 UTC,51.28509225,-2.477099641,Westfield,"(51.28509225, -2.477099641)",26,513,26,1,100
Blocked footpath,https://www.fixmystreet.com/report/382117,2013-08-25 15:23:44 UTC,confirmed,2013-08-25 15:25:36 UTC,Pavements/footpaths,2013-08-25 15:25:36 UTC,51.31388843,-2.64333206,Compton Martin,"(51.31388843, -2.64333206)",4,87,21,1,32
Turn right arrow,https://www.fixmystreet.com/report/480594,2014-06-02 07:37:42 UTC,confirmed,2014-06-02 07:40:15 UTC,Road traffic signs,2014-06-02 07:40:15 UTC,51.385929,-2.430361,Newton St Loe,"(51.385929, -2.430361)",9,68,22,1,28
Series of Large Potholes,https://www.fixmystreet.com/report/392041,2013-10-04 12:55:44 UTC,confirmed,2013-10-04 13:00:10 UTC,Potholes,2013-10-04 13:00:10 UTC,51.38086,-2.354977,Widcombe,"(51.38086, -2.354977)",33,564,12,1,111
Horrific Surface,https://www.fixmystreet.com/report/634808,2015-05-15 14:21:55 UTC,confirmed,2015-05-15 14:25:24 UTC,Potholes,2015-05-15 14:25:24 UTC,51.32939,-2.493371,Timsbury,"(51.32939, -2.493371)",14,456,16,1,88
Loose gravel,https://www.fixmystreet.com/report/254541,2012-05-31 11:32:20 UTC,fixed - user,2012-05-31 11:35:07 UTC,Roads/highways,2012-06-29 08:59:33 UTC,51.325887,-2.672285,Ubley,"(51.325887, -2.672285)",4,93,21,1,32
Fly tipping of top soil plus other fly tipping on same lane,https://www.fixmystreet.com/report/365092,2013-06-14 09:11:15 UTC,confirmed,2013-06-14 09:15:14 UTC,Flytipping,2013-06-14 09:15:14 UTC,51.34934319,-2.384881409,Combe Hay,"(51.34934319, -2.384881409)",9,64,22,1,28
Degraded lane carrying debris into A431,https://www.fixmystreet.com/report/292861,2012-11-22 21:17:43 UTC,confirmed,2012-11-22 21:20:09 UTC,Roads/highways,2012-11-22 21:20:09 UTC,51.401669,-2.428542,Kelston,"(51.401669, -2.428542)",1,50,10,1,25
Over grown hedge,https://www.fixmystreet.com/report/363187,2013-06-07 08:57:19 UTC,fixed - user,2013-06-07 09:00:15 UTC,Pavements/footpaths,2013-08-05 08:35:01 UTC,51.302674,-2.455184,Radstock,"(51.302674, -2.455184)",12,405,24,1,76
Lame seagull chick,https://www.fixmystreet.com/report/262784,2012-07-05 10:15:40 UTC,fixed - user,2012-07-05 10:20:12 UTC,Other,2012-07-16 15:36:25 UTC,51.382788,-2.364043,Kingsmead,"(51.382788, -2.364043)",34,193,9,1,55
Very loose and noisy manhole cover,https://www.fixmystreet.com/report/575865,2015-01-25 17:00:25 UTC,confirmed,2015-01-25 17:05:25 UTC,Roads/highways,2015-01-25 17:05:25 UTC,51.39673581,-2.392720123,Weston,"(51.39673581, -2.392720123)",20,549,5,1,108
Massive pothole just leading up to the McDonalds cross roads,https://www.fixmystreet.com/report/335852,2013-03-18 08:57:58 UTC,confirmed,2013-03-18 09:00:27 UTC,Potholes,2013-03-18 09:00:27 UTC,51.38065535,-2.392009711,Twerton,"(51.38065535, -2.392009711)",28,482,11,1,92
