incident_number,datetime,ward,location,incident_category,type_0,type_1,type_2,type_3,x_coordinate,y_coordinate,unitary_authority,origin_of_call,property_category,property_type,is_primary_fire,cause_of_fire,is_property_derelict,is_property_occupied_at_the_incident,property_normally_occupied,is_fire_confined_to_chimney,how_fire_was_discovered,main_cause_of_fire,ignition_source,ignition_source_powered,item_first_damaged,item_responsible_for_spread_of_fire,main_action_by_other_than_frs,main_action_by_frs,special_service_type,road_traffic_collision,false_alarm_reason,victims_involved,were_alarm_systems_present,no_of_fatalities,no_of_fire_fatalities,no_of_injuries,no_of_rescues,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
016708-18112011,11/18/2011 10:16:10 PM +0000,NEWBRIDGE,"(51.396909887464425, -2.3822933247234346)",False Alarm,Building,Non Residential,Hospitals and medical care,Hospital,373***,166***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,,20,546,5,1,107
017157-26112011,11/26/2011 11:19:10 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Food and Drink,"Takeaway, fast food",375***,165***,BANES,AFA from call centre,NonResidential,"Building > Non Residential > Food and Drink > Takeaway, fast food",,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Testing,no,,,,,,36,498,6,1,96
016867-21112011,11/21/2011 12:45:21 AM +0000,MENDIP,"(51.3333482558125, -2.539657763238048)",Fire,Building,Other Residential,Residential Home,Nursing/Care,362***,159***,BANES,Person (land line),OtherResidential,Building > Other Residential > Residential Home > Nursing/Care,yes,Accidental,no,no,Yes - occupied,no,Persons,"Accidental;  Overheating, unknown cause",Industrial equipment -> Dryer,Electric,Clothing/Textiles  -> Other textiles,Clothing/Textiles  -> Other textiles,Removal from heat source,,,no,,no,yes,,,,,5,98,20,1,35
011014-26082011,08/26/2011 11:47:22 AM +0000,KEYNSHAM SOUTH,"(51.414460688271, -2.497474572472788)",False Alarm,Building,Dwelling,Self contained Sheltered Housing,,365***,168***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Contaminants > Dust,no,,,,,,37,182,2,1,52
010669-21082011,08/21/2011 12:39:47 PM +0000,MIDSOMER NORTON REDFIELD,"(51.288641633358864, -2.4817731342852936)",False Alarm,Building,Other Residential,Sheltered Housing - not self contained,,366***,154***,BANES,AFA from call centre,OtherResidential,Building > Other Residential > Sheltered Housing - not self contained,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,11,283,25,1,11
017963-10122011,12/10/2011 03:19:47 PM +0000,WALCOT,"(51.39704270572472, -2.339172869838466)",False Alarm,Outdoor,Other outdoors (including land),Loose refuse (incl in garden),,376***,166***,BANES,Person (land line),Outdoor,Outdoor > Other outdoors (including land) > Loose refuse (incl in garden),,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,,23,230,4,1,58
014863-23102011,10/23/2011 09:30:59 PM +0000,TWERTON,"(51.378879247282384, -2.39651117938257)",False Alarm,Building,Dwelling,House - single occupancy,,372***,164***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,,,Malicious False Alarm > By phone,no,,,,,,28,469,11,1,89
013441-03102011,10/03/2011 04:07:57 PM +0000,KINGSMEAD,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Other Residential,Other Residential Home,,375***,165***,BANES,Police,OtherResidential,Building > Other Residential > Other Residential Home,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,36,498,6,1,96
010789-23082011,08/23/2011 12:25:34 AM +0000,SALTFORD,"(51.4056994695984, -2.4398730073512067)",Fire,Building,Non Residential,Food and Drink,Other Restaurant/cafe - (licensed for sale of alcohol),369***,167***,BANES,Person (mobile),NonResidential,Building > Non Residential > Food and Drink > Other Restaurant/cafe - (licensed for sale of alcohol),yes,Accidental,no,yes,Yes - occupied,no,Persons,Accidental;  Fault in equipment or appliance ,Other domestic style appliance -> Tumble dryer ,Electric,Clothing/Textiles  -> Other textiles,Clothing/Textiles  -> Other textiles,None,Small means -> Removal from/of heat source,,no,,no,yes,,,,,1,50,10,1,25
019430-07012012,01/07/2012 05:02:04 PM +0000,TWERTON,"(51.37892701488056, -2.382143402571019)",False Alarm,Outdoor,Other outdoors (including land),Park,,373***,164***,BANES,Police,Outdoor,Outdoor > Other outdoors (including land) > Park,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Reflected light/sun-light,no,,,,,,32,528,13,1,103
015673-04112011,11/04/2011 08:13:37 PM +0000,WESTON,"(51.396909887464425, -2.3822933247234346)",Special Service,Building,Other Residential,Other Residential Home,,373***,166***,BANES,Person (land line),OtherResidential,Building > Other Residential > Other Residential Home,,,,,,,,,,,,,,,"No action (not false alarm), Service not required",no,,no,,,,,,20,546,5,1,107
007501-10072011,07/10/2011 02:38:45 AM +0000,KINGSMEAD,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Offices and call centres,Converted office,375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Offices and call centres > Converted office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,36,498,6,1,96
005571-14062011,06/14/2011 01:41:10 PM +0000,BATHWICK,"(51.388091968240246, -2.3247356017560707)",Fire,Building,Non Residential,Education,College/University,377***,165***,BANES,Person (land line),NonResidential,Building > Non Residential > Education > College/University,yes,Accidental,no,yes,Yes - occupied,no,Persons,Accidental;  Combustible articles too close to heat source (or fire),"Industrial equipment -> Kiln, oven, furnace",Electric,Other,Other,Fuel supply disconnected,,,no,,no,yes,,,,,1,26,10,1,27
005580-14062011,06/14/2011 05:00:26 PM +0000,TWERTON,"(51.378879247282384, -2.39651117938257)",Fire,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,4 to 9 storeys,372***,164***,BANES,Person (mobile),Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,yes,Accidental,no,yes,Yes - occupied,no,Persons,Accidental;  Cooking - other cooking,Cooking appliance -> Ring/hot plate (separate appliance),Electric,Food -> Other,Food -> Other,None,None -> Burned out (Allowed to burn under control),,no,,yes,yes,0,0,1,0,28,469,11,1,89
007336-07072011,07/07/2011 08:22:39 PM +0000,TWERTON,"(51.378879247282384, -2.39651117938257)",Special Service,Building,Dwelling,House - single occupancy,,372***,164***,BANES,Other FRS,Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Other rescue/release of persons, Trapped in or under machinery or other object, e.g. hopper, conveyor, crusher",no,,yes,,0,0,0,1,28,469,11,1,89
008698-26072011,07/26/2011 10:05:51 PM +0000,PUBLOW AND WHITCHURCH,"(51.39628716226844, -2.5403983721885304)",Fire,Road Vehicle,Car,,,362***,166***,BANES,Person (land line),RoadVehicle,Road Vehicle > Car,yes,Deliberate ? others property,no,,,,Persons,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Smoking Related -> Smoking materials ,Not applicable,,,None,,,no,,no,,,,,,8,122,16,1,41
005790-17062011,06/17/2011 06:01:50 PM +0000,NEWBRIDGE,"(51.396909887464425, -2.3822933247234346)",False Alarm,Building,Non Residential,Hospitals and medical care,Hospital,373***,166***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,20,546,5,1,107
016070-09112011,11/09/2011 11:29:06 AM +0000,PEASEDOWN,"(51.31588944150512, -2.410316072068351)",False Alarm,Building,Non Residential,Vehicle Repair,,371***,157***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Vehicle Repair,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,10,57,10,1,114
007468-09072011,07/09/2011 06:51:26 PM +0000,PEASEDOWN,"(51.31588944150512, -2.410316072068351)",False Alarm,Building,Non Residential,Vehicle Repair,,371***,157***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Vehicle Repair,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,10,57,10,1,114
014821-23102011,10/23/2011 07:52:28 AM +0000,CHEW VALLEY NORTH,"(51.377875403080154, -2.626389150585342)",False Alarm,Not known,False Alarm - Property not found,,,356***,164***,BANES,Police,Dwelling,Not known > False Alarm - Property not found,,,,,,,,,,,,,,,,,Good Intent false alarm > Special Service > Not required,no,,,,,,6,79,21,1,31
008878-29072011,07/29/2011 01:05:54 PM +0000,RADSTOCK,"(51.297802336263274, -2.4388404326437576)",Special Service,Road Vehicle,Multiple Vehicles,,,369***,155***,BANES,Ambulance,RoadVehicle,Road Vehicle > Multiple Vehicles,,,,,,,,,,,,,,,"RTC, Extrication of person/s",yes,,yes,,0,0,1,0,12,406,24,1,76
006130-22062011,06/22/2011 01:44:58 AM +0000,MIDSOMER NORTON REDFIELD,"(51.288641633358864, -2.4817731342852936)",False Alarm,Building,Dwelling,Self contained Sheltered Housing,,366***,154***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,11,283,25,1,11
012647-23092011,09/23/2011 08:30:22 AM +0000,COMBE DOWN,"(51.37010895680229, -2.3246082759429627)",False Alarm,Building,Non Residential,Hospitals and medical care,Hospital,377***,163***,BANES,Person (land line),NonResidential,Building > Non Residential > Hospitals and medical care > Hospital,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,22,70,12,1,29
009063-01082011,08/01/2011 07:46:03 AM +0000,LANSDOWN,"(51.39700019568331, -2.3535463911730448)",False Alarm,Building,Other Residential,Residential Home,Retirement/Elderly,375***,166***,BANES,AFA from call centre,OtherResidential,Building > Other Residential > Residential Home > Retirement/Elderly,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,36,500,6,1,93
014201-14102011,10/14/2011 02:35:06 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Food and Drink,Pub/wine bar/bar,375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Food and Drink > Pub/wine bar/bar,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,36,498,6,1,96
011005-26082011,08/26/2011 09:11:02 AM +0000,KEYNSHAM SOUTH,"(51.414460688271, -2.497474572472788)",False Alarm,Building,Dwelling,Self contained Sheltered Housing,,365***,168***,BANES,Person (land line),Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,37,182,2,1,52
005391-11062011,06/11/2011 07:25:36 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Retail,Single shop,375***,165***,BANES,Person (mobile),NonResidential,Building > Non Residential > Retail > Single shop,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Other,no,,,,,,36,498,6,1,96
010993-25082011,08/25/2011 07:42:49 PM +0000,NEWBRIDGE,"(51.39686208930832, -2.396666734023643)",False Alarm,Building,Other Residential,Residential Home,Retirement/Elderly,372***,166***,BANES,AFA from call centre,OtherResidential,Building > Other Residential > Residential Home > Retirement/Elderly,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,20,543,5,1,108
007347-07072011,07/07/2011 11:28:47 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",Fire,Building,Dwelling,Licensed HMO,3 or more storeys,375***,165***,BANES,Person (mobile),Dwelling,Building > Dwelling > Licensed HMO > 3 or more storeys,yes,Accidental,no,yes,Yes - occupied,no,Automatic alarm system,Accidental;  Combustible articles too close to heat source (or fire),Not known,Not known,Not known,Rubbish/Waste/Recycling -> Rubbish/Waste material,None,,,no,,no,yes,,,,,36,498,6,1,96
010362-16082011,08/16/2011 07:26:53 PM +0000,TWERTON,"(51.38787067528191, -2.396588936586609)",False Alarm,Building,Other Residential,Sheltered Housing - not self contained,,372***,165***,BANES,Person (land line),OtherResidential,Building > Other Residential > Sheltered Housing - not self contained,,,,,,,,,,,,,,,,,Good Intent false alarm > Fire > Reflected light/sun-light,no,,,,,,29,315,8,1,16
014679-21102011,10/21/2011 01:46:17 PM +0000,PAULTON,"(51.306564603993664, -2.496306501203432)",False Alarm,Building,Dwelling,Bungalow - single occupancy,,365***,156***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,13,375,23,1,69
013082-29092011,09/29/2011 04:41:57 PM +0000,KEYNSHAM SOUTH,"(51.414460688271, -2.497474572472788)",Fire,Road Vehicle,Car,,,365***,168***,BANES,Person (mobile),RoadVehicle,Road Vehicle > Car,yes,Accidental,no,,,,Persons,Accidental;  Faulty fuel supplies - Electricity,Vehicles only -> Electrical fault ,Electric,"Foam, rubber, plastic -> Plastic ? raw material only",None,None,None -> No firefighting,,no,,no,,,,,,37,182,2,1,52
012839-26092011,09/26/2011 08:32:28 AM +0000,KINGSMEAD,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,4 to 9 storeys,375***,165***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > 4 to 9 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,36,498,6,1,96
015623-04112011,11/04/2011 09:11:50 AM +0000,ODD DOWN,"(51.369935557636936, -2.3820684996326986)",False Alarm,Building,Dwelling,Bungalow - single occupancy,,373***,163***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Bungalow - single occupancy,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: other > Faulty,no,,,,,,31,359,14,1,66
012528-21092011,09/21/2011 02:36:33 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Non Residential,Offices and call centres,Converted office,375***,165***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Offices and call centres > Converted office,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Accidentally/carelessly set off,no,,,,,,36,498,6,1,96
016855-20112011,11/20/2011 06:40:43 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Other Residential,Residential Home,Retirement/Elderly,375***,165***,BANES,AFA from call centre,OtherResidential,Building > Other Residential > Residential Home > Retirement/Elderly,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Human > Cooking/burnt toast,no,,,,,,36,498,6,1,96
019173-03012012,01/03/2012 06:41:06 AM +0000,WIDCOMBE,"(51.3790597482288, -2.3390398454616075)",Special Service,Building,Dwelling,House - single occupancy,,376***,164***,BANES,Person (mobile),Dwelling,Building > Dwelling > House - single occupancy,,,,,,,,,,,,,,,"Effecting entry/exit, For able bodied person not in distress",no,,no,,,,,,22,77,12,1,29
007595-11072011,07/11/2011 03:37:29 PM +0000,BATHAVON NORTH,"(51.379139429151984, -2.3103039663846796)",False Alarm,Building,Non Residential,Entertainment and culture,Museum,378***,164***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Entertainment and culture > Museum,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,1,49,10,1,27
010781-22082011,08/22/2011 11:43:18 PM +0000,ABBEY,"(51.37901726536445, -2.353407734154723)",False Alarm,Building,Non Residential,Retail,Single shop,375***,164***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Retail > Single shop,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,33,564,12,1,111
018403-18122011,12/18/2011 04:45:27 AM +0000,RADSTOCK,"(51.29785523609656, -2.4244980543039976)",Fire,Road Vehicle,Car,,,370***,155***,BANES,Person (land line),RoadVehicle,Road Vehicle > Car,yes,Deliberate ? others property,no,,,,Persons,Deliberate;  - others property: Heat source and combustibles brought together deliberately,Smoking Related -> Cigarette lighter ,Not applicable,Structural/Fixtures/Fitting s ? Internal -> Internal fittings,"Foam, rubber, plastic -> Foam - raw material only",None,,,no,,no,,,,,,9,63,22,1,28
014253-15102011,10/15/2011 12:38:26 AM +0000,WESTMORELAND,"(51.38791845815606, -2.382218344259114)",Fire,Building,Dwelling,House - single occupancy,,373***,165***,BANES,Other,Dwelling,Building > Dwelling > House - single occupancy,yes,Deliberate ? unknown owner,no,no,Yes - occupied,no,Persons,Deliberate;  - unknown owner: Heat source and combustibles brought together deliberately,Not known,Not known,Rubbish/Waste/Recycling -> Rubbish/Waste material,Rubbish/Waste/Recycling -> Rubbish/Waste material,None,,,no,,no,no,,,,,34,202,9,1,54
009212-03082011,08/03/2011 12:16:37 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",Special Service,Building,Non Residential,Offices and call centres,Purpose built office,375***,165***,BANES,Person (land line),NonResidential,Building > Non Residential > Offices and call centres > Purpose built office,,,,,,,,,,,,,,,"Lift Release, For able bodied person not in distress",no,,yes,,0,0,0,1,36,498,6,1,96
010573-19082011,08/19/2011 07:42:43 PM +0000,ABBEY,"(51.38800873750183, -2.35347704473258)",False Alarm,Building,Dwelling,Converted Flat/Maisonette - multiple occupancy,3 or more storeys,375***,165***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Converted Flat/Maisonette - multiple occupancy > 3 or more storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,36,498,6,1,96
014659-21102011,10/21/2011 04:10:40 AM +0000,MIDSOMER NORTON NORTH,"(51.29769126723163, -2.467525054976255)",False Alarm,Building,Dwelling,Self contained Sheltered Housing,,367***,155***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Self contained Sheltered Housing,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,12,421,24,1,76
005413-12062011,06/12/2011 03:14:33 AM +0000,TWERTON,"(51.39686208930832, -2.396666734023643)",Special Service,Road Vehicle,Car,,,372***,166***,BANES,Person (land line),RoadVehicle,Road Vehicle > Car,,,,,,,,,,,,,,,"RTC, Extrication of person/s",yes,,yes,,0,0,1,0,20,543,5,1,108
005780-17062011,06/17/2011 01:54:55 PM +0000,KEYNSHAM SOUTH,"(51.41452086342165, -2.4830958377138144)",False Alarm,Building,Dwelling,Purpose Built Flat/Maisonette - multiple occupancy,Up to 3 storeys,366***,168***,BANES,AFA from call centre,Dwelling,Building > Dwelling > Purpose Built Flat/Maisonette - multiple occupancy > Up to 3 storeys,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,16,152,3,1,45
017539-02122011,12/02/2011 01:39:09 PM +0000,WESTFIELD,"(51.297802336263274, -2.4388404326437576)",False Alarm,Building,Non Residential,Retail,Large supermarket,369***,155***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Retail > Large supermarket,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > Unknown,no,,,,,,12,406,24,1,76
015186-28102011,10/28/2011 07:04:50 PM +0000,BATHAVON NORTH,"(51.39712243762106, -2.3104257253397282)",False Alarm,Building,Non Residential,Sporting venues,Sports Hall,378***,166***,BANES,AFA from call centre,NonResidential,Building > Non Residential > Sporting venues > Sports Hall,,,,,,,,,,,,,,,,,Fire alarm due to Apparatus > System: smoke alarm > Faulty,no,,,,,,1,45,10,1,24
