Image,GPSLocationAltitude,GPSLocationAccuracy,VillageWard,AccessStreet,LocationDescription,AssetNo,BinType,Location,Ward,Output Areas (OA),Middle Layer Super Output Areas (MSOA),Boundary,Lower Layer Super Output Areas (LSOA)
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-ojQsM.jpg,154.3,5,Bloomfield,Bloomfield Road,"Bloomfield Road, entrance to The Tumps",LB0096,Leafield,"(51.364688, -2.375743)",18,259,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-8mr3ggM.jpg,66,10,City Centre,Avon street,Avon street coach park by wall near Green park road,0,Other,"(51.379234, -2.364275)",34,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA05_69wkM.jpg,115,30,Midsomer Norton,Pit road,Up pit road on the left,0,Knight,"(51.285409, -2.477788)",11,289,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu-f0iwgM.jpg,62,10,Newbridge,Brassmill lane,"Newbridge rec play area, just outside",0,,"(51.389054, -2.404526)",29,313,8,1,18
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-9LHqAsM.jpg,226,10,Writhlington,Frome road,Outside convenience store in ridlington,0,Jubilee,"(51.288455, -2.429753)",12,416,24,1,78
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm5DYxAoM.jpg,60,10,City Centre,Manvers street,Back of manvers street car park,0,Other,"(51.379851, -2.35628)",35,13,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9OSjAsM.jpg,84,30,Saltford,Mead Lane,By cycle bridge,0,Knight,"(51.405549, -2.449883)",17,426,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5nEoQoM.jpg,115,10,City Centre,Corn street,Entrance to Avon street car park,0,Other,"(51.378944, -2.362341)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu-DFnwkM.jpg,121,10,Midsomer Norton,chilcompton road,Chilcompton road bus stop,0,Knight,"(51.279627, -2.496451)",25,293,27,1,14
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-9LHuAoM.jpg,129,10,Oldfield Park,Upper Oldfield park by no.18 surgery,Upper Oldfield park,0,Knight,"(51.375909, -2.371337)",33,565,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5bXywoM.jpg,241,30,Monkton Combe,Westbury view,On path by shaft road,Unknown,,"(51.358157, -2.333717)",10,56,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh4TugQsM.jpg,179,10,East Harptree,Church lane,The High Street junction with Church Lane,Unknown,Knight,"(51.301355, -2.622541)",2,272,21,1,6
,164.7,5,Odd Down,A367,"Right hand side before turning into The Beeches, next to bench",LB0147,,"(51.358224, -2.376437)",30,331,19,1,60
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh4TukQkM.jpg,136,10,Radstock,Fortescue road,Outside Methodist church,0,Jubilee,"(51.291472, -2.44773)",12,413,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm761nAoM.jpg,94,10,Lower Weston,Newbridge road,Rudmore park bristol bound bus stop,0,Brunel,"(51.386077, -2.397756)",29,317,8,1,17
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5bz5AgM.jpg,114,30,City Centre,Milsom street,Junc with Upper Borough Walls,0,Big Belly,"(51.382449, -2.361091)",35,10,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6-yioAoM.jpg,78,10,Keynsham,Severn way,End of Severn way by footpath,0,Knight,"(51.409882, -2.49182)",16,142,3,1,46
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA2-mahwoM.jpg,96,10,Saltford,A4,Saltford shopping parade by post box and post office,0,Knight,"(51.401782, -2.457213)",17,422,16,1,80
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2a_jqQoM.jpg,34.9,5,Keynsham,Chandag Road,By railings to entrance of infant school,LB0328,Leafield,"(51.409043, -2.488075)",16,157,3,1,45
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm8q-hAoM.jpg,261,10,,Midford road,Cross keys bus stop opposite cross keys pub,0,Jubilee,"(51.355534, -2.364007)",18,262,17,1,4
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9HaywoM.jpg,18.7,5,City Centre,North parade,Outside Bath Rugby Ticket office,BB,Big Belly,"(51.382083, -2.355816)",35,3,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm761wgsM.jpg,155,30,City Centre,Avon street,Avon street coach park by pay and display machine by entrance from Avon street,0,Other,"(51.379273, -2.363735)",34,196,9,1,55
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-9LH7AsM.jpg,110.829372,10,Clandown,Fosseway,Clandown Stores,N/A,Cheiftain,"(51.300317, -2.455312)",12,421,24,1,76
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9qu4AsM.jpg,127,10,Keynsham,Queen's road,Queen's playing field,0,Knight,"(51.409724, -2.508147)",24,165,1,1,48
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-__NiwsM.jpg,27.9,10,City Centre,A3039 opposite The Guildhall,Between Guildhall Bus Stops,2402144,Big Belly,"(51.381906, -2.359264)",35,11,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27GssQsM.jpg,145,10,Lansdown,Julian road,Junc of Cavendish and Julian road,0,Knight,"(51.388429, -2.369434)",21,238,7,1,1
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy6C8hQoM.jpg,85,30,Hallatrow,A39,Opp Highbury rd. A39,Unknown,,"(51.315055, -2.517983)",3,136,23,1,43
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu8HikwoM.jpg,115,10,Widcombe,Holloway,Magdalen gardens,0,,"(51.375565, -2.363955)",33,571,12,1,109
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA28eMvAoM.jpg,86.514187,10,Midsomer Norton,MSN high street,"MSN, the island bus stop",LB0015,Jubilee,"(51.285627, -2.483326)",11,291,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm8q-6AsM.jpg,52,10,City Centre,Broad quay,Between bus station and bridge across river,0,Other,"(51.377724, -2.360005)",35,13,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy_2pxgoM.jpg,221,10,Westfield,Off wells road,Westfield shops,0,Jubilee,"(51.28631, -2.466047)",26,511,26,1,97
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAi5fVzAoM.jpg,232,10,Timsbury,Loves hill,Loves hill opp old school,Unknown,Knight,"(51.325048, -2.478233)",14,461,16,1,87
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm761gggM.jpg,86,10,Keynsham,Sherwood Road,Arden house by resident parking,0,Knight,"(51.41126, -2.499751)",37,180,2,1,52
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-o9QsM.jpg,19.9,10,Newbridge,Newbridge Road,Inside play area,LB0055,Jubilee,"(51.388838, -2.404454)",29,313,8,1,18
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg2Z2opggM.jpg,26.8,5,Oldfield Park,West Avenue,Corner of West Avenue near Station,LB0385,Jubilee,"(51.378758, -2.381822)",32,528,13,1,103
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgmbGRyAkM.jpg,117.6,5,Southdown,Haycombe Drive,Rosewarn Close bus stop,LB0374,Jubilee,"(51.372269, -2.400593)",27,437,15,1,86
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm-XkxgsM.jpg,102,10,Twerton,Dartmouth avenue,Dartmouth avenue entrance to the brick fields,0,,"(51.376284, -2.385578)",32,532,13,1,101
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu7Sb_ggM.jpg,120,10,Radstock,Waterloo road,Pine court,0,Knight,"(51.292916, -2.44383)",12,415,24,1,76
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5v92QkM.jpg,97,10,Westmoreland,Brougham Hayes,Top of brougham Hayes by rail bridge,0,Knight,"(51.379004, -2.376643)",33,559,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_C50wkM.jpg,122,10,Batheaston,Bannerdown,Junc eden park drive and bannerdown,0,Knight,"(51.406633, -2.310779)",1,36,10,1,26
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_6znwoM.jpg,89,10,Radstock,Mill lane,Radstock. Mill lane up path to cycle track by Paul's feeds,Unknown,Brunel,"(51.295507, -2.434102)",12,412,24,1,77
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAk9LGwQgM.jpg,155,10,Radstock,Kilmerston road,Opposite school,0,Other,"(51.289246, -2.446689)",12,413,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm6_5kQgM.jpg,103,10,Chew Stoke,Stoke Hill,In layby near village nameplate.,Unknown,Jubilee,"(51.34389, -2.633766)",6,84,21,1,31
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh8HnvQoM.jpg,11,30,Oldfield Park,Moorland road,Outside Livingstone pub,0,Knight,"(51.377874, -2.378747)",31,346,14,1,63
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-9LH2AkM.jpg,199,10,,Corston view,"Corston view, next to mobile phone mast",0,,"(51.364575, -2.383505)",30,338,19,1,62
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_6z3wsM.jpg,219,10,Peasedown St John,Belle view close,Peasedown st John. Belle view close,Unknown,Brunel,"(51.314704, -2.423546)",15,382,22,1,71
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy5b2jgkM.jpg,80.2,5,Radstock,Norton Radstock Greenway,Norton Radstock Greenway,LB0117,Leafield,"(51.29202, -2.461419)",12,421,24,1,76
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgod7huwgM.jpg,66.7,5,"Bathwick, Smallcombe",Horseshoe Walk,St Mary's Cemetery by main gate,LB0284,Leafield,"(51.375931, -2.342769)",22,77,12,1,29
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_DXtgoM.jpg,107,10,Upper Weston,Kelston road,Pen hill road bus stop EB on kelston road,0,Knight,"(51.390819, -2.401703)",29,312,8,1,18
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgseLfzAsM.jpg,45.3,10,Keynsham,Lockingwell Road,Footpath leading to Downfield,LB0280,Leafield,"(51.412472, -2.511823)",24,166,1,1,50
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA07jL0goM.jpg,21.7,5,City Centre,Southgate,Outside Superdrug,BB,Big Belly,"(51.378942, -2.359914)",35,12,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA6-zC_wgM.jpg,117,10,Bathwick,Henrietta road,Henrietta road Outside Henrietta lodge,0,Knight,"(51.385514, -2.356937)",35,5,7,1,21
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-6b50ggM.jpg,155,10,Southdown,Mount road,Mount road shopping parade,0,,"(51.37188, -2.396798)",27,436,15,1,83
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5aT-wsM.jpg,152,10,Twerton,Claude avenue,Linear park under Claude avenue,0,Knight,"(51.375761, -2.382523)",32,533,13,1,101
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu_fjzwgM.jpg,221,10,Combe Down,The firs,The avenue,0,Other,"(51.361097, -2.345974)",19,109,18,1,37
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4fp6gkM.jpg,131,10,Midsomer Norton,South road,South road car park,0,Knight,"(51.285423, -2.480717)",11,291,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy7CzxggM.jpg,124,10,Camerton,Canal view,Camerton. Red hill junction with canal view,Unknown,Knight,"(51.319566, -2.459101)",9,62,22,1,28
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9mvyQsM.jpg,98,10,Keynsham,St Clements,Footpath off st Clements,0,Knight,"(51.410188, -2.498199)",37,179,2,1,52
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5mOywoM.jpg,95,10,Newbridge,Brassmill lane,Weston lock,0,Brunel,"(51.382849, -2.396895)",29,323,8,1,17
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_C50wsM.jpg,74,10,Bathampton,Mill lane,Between grave yard and canal,0,Knight,"(51.397009, -2.321184)",1,30,10,1,27
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA85eAhAoM.jpg,787,30,Lansdown,Belvedere,Hedgemead park below the bandstand,0,,"(51.384447, -2.358384)",35,6,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICggYzAzQoM.jpg,84.4,5,Midsomer Norton,High Street,Outside Norton Discounts by bench,LB0209,Jubilee,"(51.286253, -2.481016)",11,291,25,1,11
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm7uCjAgM.jpg,92,10,City Centre,Charlotte street,Charlotte street car park by foot path and pay and display,0,Other,"(51.384539, -2.368879)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAu9CTwQkM.jpg,65,10,Bathford,Ostlings lane,The crown pub,0,Knight,"(51.400912, -2.307542)",1,42,10,1,26
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-5v9-QoM.jpg,195,10,Lansdown,Belvedere,Top of belvedere on east side,0,Knight,"(51.388742, -2.361855)",21,245,7,1,59
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs-rfkQoM.jpg,137,10,Chew Stoke,Stoke Hill (B3114),Herons Bridge layby,Unknown,Jubilee,"(51.330811, -2.640828)",6,84,21,1,31
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAs-rf0QgM.jpg,77,10,Keynsham,Ashton way,Ashton way car park pay station,0,Other,"(51.414485, -2.499561)",24,158,1,1,49
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5bXywkM.jpg,128,30,Freshford,Sharpstone lane,Freshford. Sharpstone lane by cemetery,Fuller,Knight,"(51.33805, -2.308204)",10,52,10,1,113
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh9KN_gkM.jpg,146,30,,Pullmead road,Junc of pullmead road and wedgewood road,0,,"(51.375965, -2.405174)",28,475,11,1,90
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9m0_goM.jpg,173,10,Timsbury,Newmans lane,Timsbury. Newmans lane. Outside chip shop,Unknown,Knight,"(51.326741, -2.476338)",14,461,16,1,87
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0_zExAkM.jpg,35.5,5,Oldfield Park,Lower Oldfield Park,Lower Oldfield Park,Bath Spa,Jubilee,"(51.377145, -2.371035)",33,565,12,1,112
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy8LekwgM.jpg,220,10,Bear Flat,Shakespeare Avenue,Alexandra park by French boules area and Beechen cliff sch,0,Knight,"(51.372835, -2.35989)",33,575,12,1,110
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICguZWRlQsM.jpg,87.3,10,Camden,Camden Road,By bus stop next to The Rising Sun,LB0215,Jubilee,"(51.395335, -2.352699)",36,484,6,1,93
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA0-WzpwkM.jpg,191,10,Paulton,Winterfield road,Junc of Alexandra park and winterfield road,0,Knight,"(51.303987, -2.498715)",13,370,23,1,69
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA29Tb6wsM.jpg,184,10,Norton Malreward,Church Road,Outside #1 Church road,Unknown,Other,"(51.38323, -2.572891)",6,85,21,1,31
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh7StpQkM.jpg,58,10,City Centre,George street,George and Mile's junc,0,Big Belly,"(51.385173, -2.362606)",35,4,7,1,22
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm9-ogQkM.jpg,196,10,Westfield,Waterside road,Junc of waterside road and wells road,0,Jubilee,"(51.285021, -2.467389)",26,511,26,1,97
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-7qL0wkM.jpg,141,50,Lyncombe,Ralph Allen drive,"Junc of perrymead, church street and Ralph Allen drive",0,Knight,"(51.372149, -2.348871)",33,575,12,1,110
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4-sjAkM.jpg,68,30,Newbridge,Brassmill lane,Newbridge rec ground behind newbridge motors,0,,"(51.388528, -2.402468)",29,313,8,1,18
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgod7h-wkM.jpg,48.2,10,Twerton,Pennyquick Park,Pennyquick Toddler Play Area,LB0194,Jubilee,"(51.380624, -2.408384)",28,481,11,1,91
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-4G15gkM.jpg,136,10,City Centre,Bath street,Back of primary opposite the cross bath,0,Big Belly,"(51.380764, -2.361395)",35,14,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5nEoQsM.jpg,171,10,City Centre,Charlotte street,Charlotte street car park area D,0,Other,"(51.383807, -2.367863)",34,209,9,1,115
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAm-XkhgsM.jpg,62,30,Bathwick,Bathwick hill,Cleveland walk bus stop,0,,"(51.380288, -2.346039)",22,77,12,1,29
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA27LO1QgM.jpg,137.6,10,Hinton Blewitt,Lower Road,On green next to phone box near Ring O Bells pub,LB0074,Jubilee,"(51.309631, -2.583117)",2,273,21,1,6
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICg4cHKhAkM.jpg,164.7,10,Odd Down,Wellsway,Oolite Grove Bus Stop,LB0204,Jubilee,"(51.356702, -2.379077)",30,334,19,1,60
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA66nGqwgM.jpg,263,10,Combe Down,The firs,Corner of firs field with the firs and the avenue,0,Other,"(51.360687, -2.34636)",19,109,18,1,37
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy9SpsgoM.jpg,106,30,City Centre,Union street,Pia jewellery,0,Big Belly,"(51.381508, -2.360307)",35,10,7,1,20
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsd2C1AoM.jpg,152.1,5,Combe Down,Foxhill,By teen shelter,LB0300,Leafield,"(51.365208, -2.359929)",18,252,17,1,5
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA-92PhwsM.jpg,87,30,Larkhall,Worcester buildings,Worcester buildings next to Church,0,Brunel,"(51.398262, -2.348113)",23,227,4,1,57
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgsaPGrggM.jpg,28.8,10,Lambridge,London Road,Grosvenor Place opposite no. 17,LB0233,Jubilee,"(51.394373, -2.345749)",36,490,6,1,95
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA97X-iAkM.jpg,32.9,10,Bathwick,Sydney Gardens,Outside play area gate,LB0143,Leafield,"(51.387082, -2.349483)",22,74,12,1,30
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDA56CsvQoM.jpg,120.8,5,Southdown,Mount Road,Gates on entrance to Roundhill,LB0191,Jubilee,"(51.369281, -2.395309)",27,444,15,1,84
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5bTvAkM.jpg,113.7,5,Farrington Gurney,Main Street or Main Road,"End of Main Street, Farrington Gurney",LB0043,Jubilee,"(51.298397, -2.533417)",3,133,23,1,43
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgICgqbSOuQsM.jpg,34.3,10,Bathwick,Beckford Gardens,Beckford gardens junction with Bradford Road,LB0347,Jubilee,"(51.387844, -2.3488)",36,496,6,1,95
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh5bX5wgM.jpg,181,10,Radstock,Fortescue road,Bus stop,LB0003,Jubilee,"(51.29169, -2.447717)",12,413,24,1,79
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAh_6P3QoM.jpg,-5,30,,Grosvenor bridge road,Grosvenor bridge,0,Knight,"(51.39333, -2.342989)",36,503,6,1,95
https://secure.bathnes.gov.uk/bins/ag9zfm15ZG9mb3Jtcy1ocmRyFwsSCmJsb2Jfc3RvcmUYgIDAy_ekyAgM.jpg,206,10,Westfield,Shelly road,Pit path,0,,"(51.286588, -2.472546)",26,509,26,1,97
